school_name,official_school_code,short_name,school_type,sector,region,province,city,website,address,directory_source,is_active
"Tanchuling College, Inc.",5090,,Private Non-Sectarian Non-Stock,Private,Region V (Bicol Region),,,,"Jasmin Street, Bgy. 23 - Imperial Court Subd. , Legazpi City, Albay",CHED,true
The Lewis College,5144,,Private Non-Sectarian Non-Stock,Private,Region V (Bicol Region),,,,"Magsaysay Street, Bibincahan, Sorsogon City, Sorsogon",CHED,true
Tiwi Community College,5126,,Local Government College/University,,Region V (Bicol Region),,,,"Geraldine Village , Libtong, Tiwi, Albay",CHED,true
"Universidad de Sta. Isabel de Naga, Inc.",5033,,Private Sectarian Non-Stock,Private,Region V (Bicol Region),,,,"Peñafrancia, Naga City, Camarines Sur",CHED,true
University of Northeastern Philippines,5091,,Private Non-Sectarian Non-Stock,Private,Region V (Bicol Region),,,,"Ortega St., San Roque , Iriga City, Camarines Sur",CHED,true
University of Nueva Caceres,5092,,Private Non-Sectarian Non-Stock,Private,Region V (Bicol Region),,,,"Jaime Hernandez Avenue, Naga City, Camarines Sur",CHED,true
UNIVERSITY OF SAINT ANTHONY,5093,,Private Non-Sectarian Stock,Private,Region V (Bicol Region),,,,"Ortega St., San Miguel, Iriga City, Camarines Sur",CHED,true
University of Santo Tomas-Legazpi,5008,,Private Non-Sectarian Non-Stock,Private,Region V (Bicol Region),,,,"None, Bgy. 42 - Rawis, Legazpi City, Albay",CHED,true
Veritas College of Irosin,5096,,Private Non-Sectarian Non-Stock,Private,Region V (Bicol Region),,,,"VERITAS COLLEGE OF IROSIN SAN JULIAN IROSIN, San Julian , Irosin, Sorsogon",CHED,true
West Coast College,5145,,Private Non-Sectarian Non-Stock,Private,Region V (Bicol Region),,,,"Rizal Street, Banawan, Pio Duran, Albay",CHED,true
"Zamora Memorial College, Inc.",5127,,Private Non-Sectarian Stock,Private,Region V (Bicol Region),,,,"Sto. Niño St., Bacacay, Albay, Barangay 9 , Bacacay, Albay",CHED,true
ABE International Business College-Iloilo,6140,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
ACLC College of Iloilo,6171,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
ACSI College Iloilo,6009,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Advance Central College,6166,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"San Jose , Antique",CHED,true
Aklan Catholic College,6002,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Cabangila, Kalibo , Aklan",CHED,true
Aklan Polytechnic College,6004,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Kalibo , Aklan",CHED,true
Aklan State University-Banga Campus,6005,,Chartered State College/University (Main),,Region VI (Western Visayas),,,,"Banga, Aklan",CHED,true
Aklan State University-Ibajay Campus,6106,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Ibajay, Aklan",CHED,true
Aklan State University-Kalibo Campus,6073,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Kalibo , Aklan",CHED,true
Aklan State University-Makato,6107,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Makato, Aklan",CHED,true
Aklan State University-New Washington,6003,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"New Washington, Aklan",CHED,true
Altavas College,6149,,Local Government College/University,,Region VI (Western Visayas),,,,"Altavas, Aklan",CHED,true
AMA Computer College-Iloilo,6116,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Balete Community College,6151,,Local Government College/University,,Region VI (Western Visayas),,,,"Balete, Aklan",CHED,true
Batan Integrated College of Technology,6110,,Local Government College/University,,Region VI (Western Visayas),,,,"Batan, Aklan",CHED,true
Cabalum Western College,6013,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Capiz State University-Burias Campus,6066,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Mambusao, Capiz",CHED,true
Capiz State University-Dayao,6154,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Roxas City, Capiz",CHED,true
Capiz State University-Dumarao Campus,6141,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Dumarao, Capiz",CHED,true
Capiz State University-Main,6017,,Chartered State College/University (Main),,Region VI (Western Visayas),,,,"Roxas City, Capiz",CHED,true
Capiz State University-Pilar Campus,6135,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Pilar, Capiz",CHED,true
Capiz State University-Poblacion Mambusao,6153,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Mambusao, Capiz",CHED,true
Capiz State University-Pontevedra Campus,6071,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Pontevedra, Capiz",CHED,true
Capiz State University-Sigma Campus,6105,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Sigma, Capiz",CHED,true
Capiz State University-Tapaz Campus,6137,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Tapaz, Capiz",CHED,true
Central Philippine University,6022,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Colegio de la Purisima Concepcion,6023,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Roxas City, Capiz",CHED,true
Colegio de San Jose-Jaro,6025,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Colegio del Sagrado Corazon de Jesus,6027,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
College of St. John-Roxas,6119,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Roxas City, Capiz",CHED,true
Computer College of the Visayas,NEW,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
De Paul College,NEW,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Filamer Christian University,6036,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Roxas City, Capiz",CHED,true
Garcia College of Technology,6038,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Kalibo , Aklan",CHED,true
Great Saviour College,NEW,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Green International Technological College,6190,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
GSEF College,6167,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Cabatuan, Iloilo",CHED,true
Guimaras State University-Baterna Campus,6177,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"San Lorenzo, Guimaras",CHED,true
Guimaras State University-Main,6040,,Chartered State College/University (Main),,Region VI (Western Visayas),,,,"Buenavista, Guimaras",CHED,true
Guimaras State University-Mosqueda Campus,6040a,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Jordan , Guimaras",CHED,true
HEI Name 1,061212,,Chartered State College/University (Main),,Region VI (Western Visayas),,,,"Highway South, Poblacion Ilawod, Lambunao, Iloilo",CHED,true
HEI name 2,094445421,,"Others, please specify",,Region VI (Western Visayas),,,,"Agsirab, Lambunao, Iloilo",CHED,true
Hercor College,6147,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Roxas City, Capiz",CHED,true
Hua Siong College of Iloilo,6175,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Iloilo City Community College,6182,,Local Government College/University,,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Iloilo Doctors' College,6042,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Iloilo Doctors' College of Medicine,6043,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Iloilo Merchant Marine School,6184,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Pavia, Iloilo",CHED,true
Iloilo Science and Technology University-Barotac Nuevo Campus,6126,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Barotac Nuevo, Iloilo",CHED,true
Iloilo Science and Technology University-Dumangas Campus,6125,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Dumangas, Iloilo",CHED,true
Iloilo Science and Technology University-Leon Campus,6055,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Leon, Iloilo",CHED,true
Iloilo Science and Technology University-Main,6099,,Chartered State College/University (Main),,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Iloilo Science and Technology University-Miagao Campus,6083,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Miagao, Iloilo",CHED,true
Iloilo State University of Fisheries-Barotac Nuevo Poblacion SIte,6103,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Barotac Nuevo, Iloilo",CHED,true
Iloilo State University of Fisheries-Dingle Campus,6032,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Dingle, Iloilo",CHED,true
Iloilo State University of Fisheries-Dumangas Campus,6034,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Dumangas, Iloilo",CHED,true
Iloilo State University of Fisheries-Main Campus Tiwi Site,6044,,Chartered State College/University (Main),,Region VI (Western Visayas),,,,"Barotac Nuevo, Iloilo",CHED,true
Iloilo State University of Fisheries-San Enrique Campus,6080,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"San Enrique, Iloilo",CHED,true
Integrated Midwives Association of the Philippines Foundation School of Midwifery,6130,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Interface Computer College Inc.,6118,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
John B. Lacson Foundation Maritime University-Arevalo,6048,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
John B. Lacson Foundation Maritime University-Molo,6047,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Libacao College of Science and Technology,6148,,Local Government College/University,,Region VI (Western Visayas),,,,"Libacao, Aklan",CHED,true
Malay College,6186,,Local Government College/University,,Region VI (Western Visayas),,,,"Malay, Aklan",CHED,true
New Lucena Polytechnic College,NEW,,"Others, please specify",,Region VI (Western Visayas),,,,"New Lucena, Iloilo",CHED,true
Northern Iloilo State University-Ajuy Campus,6104,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Ajuy, Iloilo",CHED,true
Northern Iloilo State University-Barotac Viejo Campus,6061,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Barotac Viejo, Iloilo",CHED,true
Northern Iloilo State University-Batad Campus,6011,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Batad, Iloilo",CHED,true
Northern Iloilo State University-Concepcion Campus,6029,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Concepcion, Iloilo",CHED,true
Northern Iloilo State University-Estancia,6063,,Chartered State College/University (Main),,Region VI (Western Visayas),,,,"Estancia, Iloilo",CHED,true
Northern Iloilo State University-Lemery Campus,6101,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Lemery, Iloilo",CHED,true
Northern Iloilo State University-Sara Campus,6093,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Sara, Iloilo",CHED,true
Northwestern Visayan Colleges,6064,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Kalibo , Aklan",CHED,true
Pandan Bay Institute,6109,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Pandan, Antique",CHED,true
Passi City College,6152,,Local Government College/University,,Region VI (Western Visayas),,,,"Passi City, Iloilo",CHED,true
Philippine College of Business and Accountancy,6180,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Nueva Valencia, Guimaras",CHED,true
Pius XII College Iloilo,6193,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Saint Gabriel College,6076,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Kalibo , Aklan",CHED,true
Sancta Maria Mater et Regina Seminarium,6081,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Roxas City, Capiz",CHED,true
Santa Isabel College of Iloilo City,6174,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
Santo Niño Seminary,6085,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Numancia, Aklan",CHED,true
St. Anne College of Iloilo,6121,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,Iloilo,CHED,true
St. Anthony College of Roxas City,6074,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Roxas City, Capiz",CHED,true
St. Anthony's College,6075,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"San Jose , Antique",CHED,true
St. Joseph Regional Seminary Graduate School of Theology,6191,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
St. Paul University of Iloilo,6077,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
St. Therese-MTC Colleges-La Fiesta,6122,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
St. Therese-MTC Colleges-Magdalo,6138,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
St. Therese-MTC Colleges-Tigbauan,6057,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Tigbauan, Iloilo",CHED,true
St. Vincent College of Business and Accountancy,6181,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Ivisan, Capiz",CHED,true
St. Vincent College of Science and Technology,6163,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Leganes, Iloilo",CHED,true
St. Vincent Ferrer Seminary,6079,,Private Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
STI College-Kalibo,6144,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Kalibo , Aklan",CHED,true
University of Antique - Caluya Campus,NEW,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Caluya, Antique",CHED,true
University of Antique - Hamtic,6006,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Hamtic, Antique",CHED,true
University of Antique - Libertad Campus,NEW,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Libertad, Antique",CHED,true
University of Antique - Main,6069,,Chartered State College/University (Main),,Region VI (Western Visayas),,,,"Sibalom, Antique",CHED,true
University of Antique - Tario Lim Antique School of Fisheries,6086,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Tibiao, Antique",CHED,true
University of Iloilo,6088,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
University of Perpetual Help System Laguna Pueblo de Panay Campus,6185,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Roxas City, Capiz",CHED,true
University of San Agustin,6091,,Private Non-Sectarian Non-Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
University of The Philippines-Visayas,6092,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Miagao, Iloilo",CHED,true
Vicente A. Javier Memorial Community College,6030,,Local Government College/University,,Region VI (Western Visayas),,,,"Culasi, Antique",CHED,true
West Visayas State University-Calinog Campus,6015,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Calinog, Iloilo",CHED,true
West Visayas State University-College of Agriculture and Forestry,6168,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Lambunao, Iloilo",CHED,true
West Visayas State University-Janiuay Campus,6100,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Janiuay, Iloilo",CHED,true
West Visayas State University-Lambunao Campus,6054,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Lambunao, Iloilo",CHED,true
West Visayas State University-Main,6097,,Chartered State College/University (Main),,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
West Visayas State University-Pototan Campus,6070,,Chartered State College/University (Satellite Campus),,Region VI (Western Visayas),,,,"Pototan, Iloilo",CHED,true
Western Institute of Technology,6098,,Private Non-Sectarian Stock,Private,Region VI (Western Visayas),,,,"Iloilo City, Iloilo",CHED,true
ACLC College of Mandaue,7145,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"M.C BRIONES ST., MAGUIKAY , Mandaue City, Cebu",CHED,true
ACLC-Tagbilaran,7167,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Tagbilaran City, Bohol",CHED,true
Advanced Institute of Technology,7110,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,Cebu,CHED,true
"AMA Computer College, Inc. - Cebu City Branch",7001,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"AMA Bldg., 46 S. Cabahug Cor. Pres. Roxas St. Casals Village, Mabolo, Cebu City, Cebu",CHED,true
Asian College of Technology,7002,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"N. BACALSO AVE., BULACAO, Talisay City, Cebu",CHED,true
"Asian College of Technology International Education Foundation, Inc. - Pit-Os Campus",000T1,,Private Non-Sectarian Foundation,Private,Region VII (Central Visayas),,,,"Pit-os, Cebu City, Cebu",CHED,true
Asian College of Technology International Educational Foundation,7192,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Corner Leon Kilat & P. del Rosario St.,, Cebu City, Cebu",CHED,true
"Bantayan Southern Institute, Inc.",7095,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"M.L. Quezon St, Bantayan, Cebu",CHED,true
"Baptist Theological College, Inc.",7004,,Private Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"910 A.S. FORTUNA STREET, Mandaue City, Cebu",CHED,true
Batuan Colleges Inc.,7088,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"Batuan, Bohol",CHED,true
"Benedicto College, Inc. - Mandaue City",7119,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"A. S. FORTUNA ST, Bakilid, Mandaue City, Cebu",CHED,true
Benedicto College-Cebu,7200,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"DON BERNARDO BENEDICTO ST., Tejero, Cebu City, Cebu",CHED,true
Benthel Asia School of Technology,7188,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,Cebu,CHED,true
"BIT International College - Carmen, Inc.",7114,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Katipunan, Carmen, Bohol",CHED,true
"BIT International College - Jagna, Inc.",7009,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Achacoso, Poblacion, Jagna, Bohol",CHED,true
BIT INTERNATIONAL COLLEGE - TAGBILARAN INC.,7008,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"200 Gallares Street, Tagbilaran City, Bohol",CHED,true
"BIT International College-Talibon, Inc.",7010,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Poblacion, Talibon, Bohol",CHED,true
"Blessed Trinity College-A.R. of Talibon, Bohol, Inc.",7006,,Private Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Purok 7, Talibon, Bohol",CHED,true
Bohol International Learning College,7185,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"Bliss Road, Cortes, Bohol",CHED,true
Bohol Island State University - Bilar,7101,,Chartered State College/University (Main),,Region VII (Central Visayas),,,,"Zamora, Bilar, Bohol",CHED,true
Bohol Island State University - Calape Campus,7013,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"San Isidro, Calape, Bohol",CHED,true
Bohol Island State University - Candijay,7012,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Cogtong, Candijay, Bohol",CHED,true
Bohol Island State University - Clarin,7121,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Poblacion Norte, Clarin, Bohol",CHED,true
Bohol Island State University - Main Campus,7011,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"CARLOS P. GARCIA AVENUE, Tagbilaran City, Bohol",CHED,true
Bohol Island State University-Balilihan Campus,7172,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Magsija, Balilihan, Bohol",CHED,true
"Bohol Northern Star College, Inc.",7159,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"Isaac St., Poblacion, Ubay, Bohol",CHED,true
"Bohol Northwestern College, Inc.",7128,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Poblacion, Catigbian, Bohol",CHED,true
Bohol Wisdom School Inc.,7140,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Carlos P. Garcia Avenue, Tagbilaran City, Bohol",CHED,true
Bradford Christian College,7196,,Private Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,Cebu,CHED,true
"Bradford Christian College, Inc.",7204,,Private Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"85 Osmeña Boulevard, Cebu City, Cebu",CHED,true
Buenavista Community College,7141,,Local Government College/University,,Region VII (Central Visayas),,,,"Cangawa, Buenavista, Bohol",CHED,true
Carcar City College,7182,,Local Government College/University,,Region VII (Central Visayas),,,,"Luanluan, Poblacion I, Carcar City, Cebu",CHED,true
Carmen Municipal College,07213,,Local Government College/University,,Region VII (Central Visayas),,,,"Poblacion Norte, Carmen, Bohol",CHED,true
"CATS Aero College, Inc.",7014,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Salinas Drive, Lahug , Cebu City, Cebu",CHED,true
CBD College,7103,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"F JACA ST. INAYAWAN, Cebu City, Cebu",CHED,true
Cebu Doctors' University,7015,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"#1 DR. P.V. LARRAZABAL JR. AVE., NORTH RECLAMATION AREA, Mandaue City, Cebu",CHED,true
Cebu Doctors' University College of Medicine,7016,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"#1 DR. P.V. LARRAZABAL JR. AVENUE NORTH RECLAMATION AREA, Mandaue City, Cebu",CHED,true
"Cebu Eastern College, Inc.",7017,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"40 Leon Kilat Street, Cebu City, Cebu",CHED,true
"Cebu Immanuel Bible College, Inc.",7147,,Private Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"R. Duterte Sreet, Cebu City, Cebu",CHED,true
"Cebu Institute of Medicine, Incorporated",7018,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"79 F. Ramos Street, Cebu City, Cebu",CHED,true
Cebu Institute of Technology-University,7019,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"Natalio Bacalso Avenue, Cebu City, Cebu",CHED,true
Cebu Mary Immaculate College Inc.,7144,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"A. BORBAJO STREET, Talamban, Cebu City, Cebu",CHED,true
Cebu Normal University,7024,,Chartered State College/University (Main),,Region VII (Central Visayas),,,,"Osmeña Blvd., Cebu City, Cebu",CHED,true
Cebu Normal University - Balamban,07024a,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Nangka, Balamban, Cebu",CHED,true
Cebu Normal University - Medellin,07024b,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Poblacion, Medellin, Cebu",CHED,true
Cebu Polytechnic College,070799T,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Cebu City, Cebu",CHED,true
"Cebu Roosevelt Memorial Colleges, Inc.",7021,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"San Vicente St., Bogo City, Cebu",CHED,true
Cebu Sacred Heart College,7130,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Lawaan I, Talisay City, Cebu",CHED,true
"Cebu Sacred Heart College, Inc.",7201,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"Valladolid, Carcar City, Cebu",CHED,true
Cebu School of Midwifery,7023,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"2 B. RODRIGUEZ STREET, Cebu City, Cebu",CHED,true
Cebu Technological University - Carmen Campus,7086,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Carmen, Cebu",CHED,true
Cebu Technological University - Cebu City Mountain Satellite Campus,7199,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,Cebu,CHED,true
Cebu Technological University - Consolacion,7170,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,Cebu,CHED,true
Cebu Technological University - Main,7025,,Chartered State College/University (Main),,Region VII (Central Visayas),,,,"CORNER M.J. CUENCO AVE. & R. PALMA ST., Cebu City, Cebu",CHED,true
Cebu Technological University-Argao Campus,7031,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Argao, Cebu",CHED,true
Cebu Technological University-Barili Campus,7034,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Barili, Cebu",CHED,true
Cebu Technological University-Daanbantayan Campus,7032,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,Cebu,CHED,true
Cebu Technological University-Danao City Campus,7033,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Danao City, Cebu",CHED,true
Cebu Technological University-Moalboal Campus,7035,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,Cebu,CHED,true
Cebu Technological University-San Francisco Campus,7036,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,Cebu,CHED,true
Cebu Technological University-Tuburan Campus,7037,,Chartered State College/University (Satellite Campus),,Region VII (Central Visayas),,,,"Tuburan, Cebu",CHED,true
Central Philippine Bible College,7143,,Private Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"PRK. TAMBIS, TILTILON, JUBAY, Liloan, Cebu",CHED,true
"Central Philippine Nazarene College, Inc.",7100,,Private Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"St. Mary's Drive Apas, Cebu City, Cebu",CHED,true
"Centre for International Education Global Colleges, Inc.",7113,,Private Non-Sectarian Stock,Private,Region VII (Central Visayas),,,,"168 President Magsaysay St.,Kasambagan, Mabolo, Cebu City, Cebu",CHED,true
Colegio de Getafe,7195,,Local Government College/University,,Region VII (Central Visayas),,,,"Purok 5, Poblacion, Getafe, Bohol",CHED,true
Colegio De Loboc,07197,,Local Government College/University,,Region VII (Central Visayas),,,,"Gotozon, Loboc, Bohol",CHED,true
"Colegio de San Antonio de Padua, Inc.",7136,,Private Non-Sectarian Non-Stock,Private,Region VII (Central Visayas),,,,"San Antonio National Road, Guinsay, Danao City, Cebu",CHED,true
