school_name,official_school_code,short_name,school_type,sector,region,province,city,website,address,directory_source,is_active
"Asian College of Science and Technology Foundation, Inc.",13211,,"Others, please specify",,National Capital Region (NCR),,,,"1013 Aurora Blvd., Cubao, Quezon City, Quezon City, Metro Manila",CHED,true
"Asian College of Science and Technology, Alabang",13283,,"Others, please specify",,National Capital Region (NCR),,,,"2/F Navs Bldg., 230 National Highway Bayanan, Alabang Muntinlupa City, Muntinlupa City, Metro Manila",CHED,true
"Asian College of Science and Technology, Novaliches",13297,,"Others, please specify",,National Capital Region (NCR),,,,"3rd Flr. C.I. Plza Bldg., Quirino Highway cor. Zabarte Road, Quezon City, Quezon City, Metro Manila",CHED,true
"Asian Institute for Distance Education, Inc.",13015,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"Unit 302 Greenbelt Mansion, 106 Perea St., Legaspi Village, Makati City, Metro Manila",CHED,true
"Asian Institute of Computer Studies, Bicutan",13406,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"1571 Triangle Bldg., Dona Soledad Ave., Better Living Subd., Bicutan, Parañaque City, Metro Manila",CHED,true
"Asian Institute of Computer Studies, Caloocan",13305,,"Others, please specify",,National Capital Region (NCR),,,,"3/F A. Francisco Ten Commandments Bldg., Rizal Avenue Ext., Grace Park, Caloocan City, Caloocan City, Metro Manila",CHED,true
"Asian Institute of Computer Studies, Commonwealth",13378,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"AICS Bldg., Commonwealth Ave.,cor Holy Spirit Drive, Brgy. Don Antonio, Quezon City, Metro Manila",CHED,true
Asian Institute of Journalism and Communication,13016,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"ICTV Bldg. 2244 Espana ave., Sampaloc, Manila, City of Manila, Metro Manila",CHED,true
Asian Institute of Management,13017,,CHED-Supervised Institution,,National Capital Region (NCR),,,,"123 Paseo de Roxas St., Makati City, Makati City, Metro Manila",CHED,true
Asian Institute of Maritime Studies,13018,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"AIMS CMET Bldg. A. Arnaiz Ave., cor F.B. Harrison St., Pasay City, Metro Manila",CHED,true
Asian Institute of Science and Technology,13436,,"Others, please specify",,National Capital Region (NCR),,,,"Lot2 Blk31 Roma Ave., Neopolitan Business Park Brgy. Greater Lagro, Quezon City, Metro Manila",CHED,true
Asian School of Aviation Professional (ASAP),13437,,"Others, please specify",,National Capital Region (NCR),,,,"4th floor AC Raffel Center, 8193 Dr.A. Santos Ave., Paranaque City, Parañaque City, Metro Manila",CHED,true
Asian Seminary of Christian Ministries,13019,,"Others, please specify",,National Capital Region (NCR),,,,"102 Valero St. Salcedo Village Makati City, Makati City, Metro Manila",CHED,true
Asian Social Institute,13020,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1518 Leon Guinto St., Malate, Manila, City of Manila, Metro Manila",CHED,true
Asian Theological Seminary,13021,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"54 Scout Madrinan, South Triangle, Quezon City, Quezon City, Metro Manila",CHED,true
Assumption College,13022,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"San Lorenzo Drive, San Lorenzo Village, Makati City, Metro Manila",CHED,true
Ateneo de Manila University Graduate School of Business,13024,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"# 20 APS Bldg., Rockwell Drive, Rockwell Center, Makati City 1200, Makati City, Metro Manila",CHED,true
Ateneo De Manila University School of Medicine and Public Health,13023a,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Don Eugenio Lopez Sr. Medical Complex, Ortigas Ave., Pasig City, Metro Manila",CHED,true
"Ateneo de Manila University, Quezon City",13023,,Private Non-Stock Non-Profit Corporation,Private,National Capital Region (NCR),,,,"Katipunan Avenue, Loyola Heights, Quezon City, Metro Manila",CHED,true
"AZGH College, Inc.",N_0026,,"Others, please specify",,National Capital Region (NCR),,,,"Atlas Compound, Naga Road, Pulang Lupa Uno, Las Pinas City, Las Piñas City, Metro Manila",CHED,true
Bernardo College,13025,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"Perpetual Village II, Pulang Lupa I, Las Piñas City, Metro Manila",CHED,true
Bestlink College of the Philippines,13373,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"1071 Brgy. Kaligayahan, Quirino Highway, Novaliches, Quezon City, Metro Manila",CHED,true
Bethel Bible College of the Assemblies of God,13400,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Governor I, Santiago St., Malinta, Valenzuela City, Metro Manila",CHED,true
Biblical Seminary of the Philippines,13026,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"77-B Karuhatan Road, Valenzuela City, Metro Manila, Valenzuela City, Metro Manila",CHED,true
"CAP College Foundation, Inc.",13027,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"126 Amorsolo corner V.A. Rufino Sts., Legaspi Village, Makati City, Metro Manila",CHED,true
Capitol Medical Center Colleges,13340,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"1145 Quezon Avenue, Quezon City, Quezon City, Metro Manila",CHED,true
Center for Culinary Arts,13417,,"Others, please specify",,National Capital Region (NCR),,,,"287 Katipunan Ave., Loyola Heights Quezon City, Quezon City, Metro Manila",CHED,true
Center for International Education,13404,,"Others, please specify",,National Capital Region (NCR),,,,"Makati City, Makati City, Metro Manila",CHED,true
Central Colleges of the Philippines,13029,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"52 AURORA BOULEVARD, Quezon City, Metro Manila",CHED,true
"Centro Escolar Las Pinas, Inc.",13089,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Dr. Faustino Uy Avenue, Pilar Village, Las Piñas City, Metro Manila",CHED,true
"Centro Escolar University, Makati",13367,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"259-263 former N.I.D.C. Building, Sen. Gil Puyat Avenue and Malugay St., Makati City, Makati City, Metro Manila",CHED,true
"Centro Escolar University, Manila",13031,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"9 Mendiola Street, Manila, City of Manila, Metro Manila",CHED,true
Chiang Kai Shek College,13032,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1477 Narra St. Tondo, Manila 1012, City of Manila, Metro Manila",CHED,true
Child Jesus College,13262,,"Others, please specify",,National Capital Region (NCR),,,,"Phase IV, Bagong Silang, Caloocan City 1428, Caloocan City, Metro Manila",CHED,true
Children of Mary Immaculate College,13243,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"22 Maysan Road Malinta , Valenzuela City 1440, Valenzuela City, Metro Manila",CHED,true
"Chinese General Hospital Colleges, Inc.",13034,,"Others, please specify",,National Capital Region (NCR),,,,"286 BLUMENTRITT STREET, STA. CRUZ, MANILA, City of Manila, Metro Manila",CHED,true
Christ the King College of Science and Technology,13401,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Jayson Bldg., 12 National Highway, Putatan, Muntinlupa City, Metro Manila",CHED,true
CICM Maryhill School of Theology Inc.,13105,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"#62, 14th Street corner Gilmore Avenue, New Manila, Quezon City, Quezon City, Metro Manila",CHED,true
CIIT College of Innovation and Integrated Technology,13429,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"#94 Kamuning Road, Quezon City, Metro Manila",CHED,true
City of Malabon University,13093,,Local Government College/University,,National Capital Region (NCR),,,,"Maya-maya cor. Pampano St., Dagat-Dagatan, Malabon City, Metro Manila",CHED,true
Clinica Arellano School of Midwifery,13036,,"Others, please specify",,National Capital Region (NCR),,,,"1430 Doroteo Jose St., Manila, City of Manila, Metro Manila",CHED,true
"Colegio de San Gabriel Arcangel of Caloocan, Inc.",13402,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Ph10 Pkg 6 Blk 1 Lots 1-5 Bagong Silang, Caloocan City, Metro Manila",CHED,true
Colegio de San Juan de Letran,13037,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"151 Muralla St. Intramuros Manila, City of Manila, Metro Manila",CHED,true
"Colegio de Sta. Monica Manila, Inc.",13332,,"Others, please specify",,National Capital Region (NCR),,,,"98 Marcos Alvarez St., Talon Uno, Las Pinas City, Las Piñas City, Metro Manila",CHED,true
"Colegio de Sta. Teresa de Avila,Inc.",13371,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"6 Kingfisher St., Zabarte Subd., Brgy. Kaligayahan, Novaliches, Quezon City, Metro Manila",CHED,true
College of Arts and Sciences of Asia and the Pacific,13418,,"Others, please specify",,National Capital Region (NCR),,,,"Lot 2 C5A Marcos Highway, Santolan, Pasig City, Metro Manila",CHED,true
College of Divine Wisdom,13390,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Amvel City, San Dionisio, Paranaque City, Parañaque City, Metro Manila",CHED,true
College of Saint Amatiel Inc.,13451,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"118 General Luna St., Malabon City, Metro Manila",CHED,true
College of St. Catherine,13362,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"362 Quirino Hi-way, Baesa, Quezon City, Metro Manila",CHED,true
College of the Holy Spirit of Manila,13039,,"Others, please specify",,National Capital Region (NCR),,,,"163 E. Mendiola, Manila, City of Manila, Metro Manila",CHED,true
Concordia College,13040,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1739 Pedro Gil Street, Paco, Manila, City of Manila, Metro Manila",CHED,true
Dalubhasaang Epifanio de los Santos,N_0030,,"Others, please specify",,National Capital Region (NCR),,,,"Malabon Metro Manila, Malabon City, Metro Manila",CHED,true
"Datamex College of Saint Adeline, Inc., Fairview",13405,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"East Fairview Park Subd., Commonwealth Avenue, Brgy. Greater Fairview, Quezon City, Metro Manila",CHED,true
"Datamex College of Saint Adeline, Inc., Valenzuela",13408,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"252 Marvic Bldg., McArthur Highway, Karuhatan, Valenzuela City, Metro Manila",CHED,true
"Datamex College of Saint Adeline, Parañaque",13431,,Private Sectarian Stock,Private,National Capital Region (NCR),,,,"8167 Datamex Compound Dr. A. Santos Ave., Sucat , Parañaque City, Metro Manila",CHED,true
Datamex Computer College-Paranaque,13041,,"Others, please specify",,National Capital Region (NCR),,,,"Datamex Computer College, Parañaque City, Metro Manila",CHED,true
Datamex Computer College-Pasay,13042,,"Others, please specify",,National Capital Region (NCR),,,,"Ground & 3rd Flr. Gateway Bldg., Cartimar Shopping Center Taft Ave., Pasay City, Metro Manila",CHED,true
Datamex Computer School,13043,,"Others, please specify",,National Capital Region (NCR),,,,"C.M. Recto, City of Manila, Metro Manila",CHED,true
Datapro Computer College,13045,,"Others, please specify",,National Capital Region (NCR),,,,"C.M. Recto, City of Manila, Metro Manila",CHED,true
Datapro Computer College-Caloocan,13044,,"Others, please specify",,National Capital Region (NCR),,,,"- - -, Caloocan City, Metro Manila",CHED,true
De La Salle University,13046,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"2401 Taft Avenue, Manila, City of Manila, Metro Manila",CHED,true
De La Salle-Araneta University,13072,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Victoneta Ave., Metro Manila, Malabon City, Metro Manila",CHED,true
"De La Salle-College of Saint Benilde, Inc.",13050,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"2544 Taft Avenue, Manila 1004, City of Manila, Metro Manila",CHED,true
De Los Santos-STI College,13047,,"Others, please specify",,National Capital Region (NCR),,,,"201 E. Rodriguez Sr. Blvd., Quezon City, Metro Manila",CHED,true
De Ocampo Memorial College,13048,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"3222 Ramon M. Magsaysay Blvd. Sta. Mesa, Manila, City of Manila, Metro Manila",CHED,true
Development Academy of the Philippines,13310,,CHED-Supervised Institution,,National Capital Region (NCR),,,,"DAP Bldg., San Miguel Ave., Ortigas, Pasig City, Pasig City, Metro Manila",CHED,true
Diliman College,13370,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Commonwealth Avenue, Diliman, Quezon City, Metro Manila",CHED,true
"Divine Mercy College Foundation, Inc.",13263,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"129 University Avenue, Caloocan City, Metro Manila",CHED,true
Divine Word Mission Seminary,13049,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1101 E. Rodriguez Sr. Avenue, Quezon City, Quezon City, Metro Manila",CHED,true
"Dominican College, Inc.",13051,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"179 F. Blumentritt St., San Juan City, Metro Manila, San Juan City, Metro Manila",CHED,true
Don Bosco School of Theology,13213,,Private Sectarian Foundation,Private,National Capital Region (NCR),,,,"Michael Rua corner Israel Streets, Better Living Subdivision, Paranaque City, Parañaque City, Metro Manila",CHED,true
Don Bosco Technical College,13052,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"736 Gen. Kalentong St., Mandaluyong City, Metro Manila",CHED,true
"Don Carlo Cavina School, Inc",13423,,Private Sectarian Foundation,Private,National Capital Region (NCR),,,,"Chrysanthemum Street, Hansuyin Village, Talon IV, Las Piñas City, Metro Manila",CHED,true
Dr. Carlos S. Lanting College,13053,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"16 Tandang Sora Avenue, Sangandaan, Novaliches, Quezon City, Metro Manila",CHED,true
Dr. Filemon C. Aguilar Memorial College of Las Piñas,13276,,Local Government College/University,,National Capital Region (NCR),,,,"Topland Avenue, Golden Gate Subdivision, Talon Tres, Las Pinas City, Las Piñas City, Metro Manila",CHED,true
Dr. Jose Fabella Memorial Hospital School of Midwifery,13428,,CHED-Supervised Institution,,National Capital Region (NCR),,,,"Lope de Vega St., Sta. Cruz, Manila, City of Manila, Metro Manila",CHED,true
Dusit Hospitality Management College,13445,,"Others, please specify",,National Capital Region (NCR),,,,"Mezzanine Floor, Dusit Thani Manila, Ayala Center, Makati City, Metro Manila",CHED,true
Eclaro Academy,13419,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"7 North Zuzuarregui St., Old Balara, Quezon City, Metro Manila",CHED,true
Electron College of Technical Education,13440,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"664 Electron Bldg., Quirino Highway, Bagbag, Novaliches, Quezon City, Metro Manila",CHED,true
Emilio Aguinaldo College,13054,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1113-1117 San Marcelino St., Paco Manila, City of Manila, Metro Manila",CHED,true
"Emmanuel Community Hospital and School of Midwifery, Manila",NEW,,"Others, please specify",,National Capital Region (NCR),,,,"City of Manila, Metro Manila",CHED,true
Enderun Colleges,13357,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"1100 Campus Avenue, McKinley Hill, Fort Bonifacio, Taguig City, Taguig City, Metro Manila",CHED,true
"Eulogio ""Amang"" Rodriguez Institute of Science & Technology",13056,,Chartered State College/University (Main),,National Capital Region (NCR),,,,"Nagtahan St., Sampaloc, City of Manila, Metro Manila",CHED,true
Europhil College,13057,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"628 Quezon Boulevard, Quiapo, City of Manila, Metro Manila",CHED,true
"F.E.U.-Dr. Nicanor Reyes Medical Foundation, Inc.",13066,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Regalado Avenue, West Fairview, Quezon City, Quezon City, Metro Manila",CHED,true
Far East Institute of Arts & Sciences Foundation,13395,,"Others, please specify",,National Capital Region (NCR),,,,"29 Dapitan St., corner Isarog St., Brgy. Sta. Teresita, Quezon City, Metro Manila",CHED,true
Far Eastern University,13061,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Nicanor Reyes Sr. St, Sampaloc, City of Manila, Metro Manila",CHED,true
"Far Eastern University, Makati",13379,,"Others, please specify",,National Capital Region (NCR),,,,"FEU Bldg. Sen. Gil Puyat Ave. Cor. Zuellig Loop and Malugay St., Brgy. Bel Air, Makati City, Metro Manila",CHED,true
"Fatima Medical Science Foundation, Inc. (Lagro)",13289,,"Others, please specify",,National Capital Region (NCR),,,,"- - -, Quezon City, Metro Manila",CHED,true
"Fatima Medical Science Foundation, Inc. (Valenzuela)",13062,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"120 Mac Arthur Highway, Valenzuela City, Metro Manila",CHED,true
Feati University,13063,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"Helios Street, Sta. Cruz, Manila, City of Manila, Metro Manila",CHED,true
Febias College of Bible,13064,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Karuhatan Road, Brgy. Karuhatan, Valenzuela City, Valenzuela City, Metro Manila",CHED,true
FEU Alabang,13446,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Lot 1, Corporate Woods Ave., Filinvest City, Alabang, Muntinlupa City, Metro Manila",CHED,true
FEU Diliman,13458,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"Sampaguita Avenue, Mapayapa Village, Diliman, Quezon City, Metro Manila",CHED,true
FEU Diliman (Formerly: FEU-FERN College),13065,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Sampaguita Avenue, Mapayapa Village, Brgy. Pasong Tamo, Diliman, Quezon City, Metro Manila",CHED,true
FEU Institute of Technology,13438,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"P.Paredes St. Sampaloc, City of Manila, Metro Manila",CHED,true
FEU Roosevelt,13162,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"504 J.P Rizal St. Lamuan, Marikina City, Marikina City, Metro Manila",CHED,true
FEU-East Asia College,13215,,"Others, please specify",,National Capital Region (NCR),,,,"Nicanor Reyes Sr. St., Sampaloc, City of Manila, Metro Manila",CHED,true
Flight School International,13339,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"8155 Andremar Bldg., Dr. A. Santos Ave., San Dionisio, Paranaque City, Parañaque City, Metro Manila",CHED,true
Gardner College Diliman Inc.,13328,,"Others, please specify",,National Capital Region (NCR),,,,"29 North Avenue, North EDSA, Quezon City, Metro Manila",CHED,true
Gates Professional Schools Inc.,13420,,Private Sectarian Stock,Private,National Capital Region (NCR),,,,"289 Katipunan Ave., Loyola Heights, Diliman, Quezon City, Metro Manila",CHED,true
GK College of Business Arts and Technology,13447,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Boni Avenue, Mandaluyong City, Metro Manila",CHED,true
Global City Innovative College,13312,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"PET Plans Tower Annex Bldg., 444 Edsa, Makati City, Metro Manila",CHED,true
Global Reciprocal Colleges,13374,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"GRC Bldg., Rizal Avenue Ext. corner 9th Avenue, Caloocan City, Metro Manila",CHED,true
"Golden Link College Foundation, Inc.",13375,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"Waling Waling along Dona Aurora St. Camarin Caloocan City, Caloocan City, Metro Manila",CHED,true
Governor Andres Pascual College,13069,,Private Sectarian Stock,Private,National Capital Region (NCR),,,,"1045 M. Naval St., San Jose, Navotas City, Metro Manila",CHED,true
Grace Christian College,13363,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Grace Village, Sto. Domingo St., Quezon City, Quezon City, Metro Manila",CHED,true
Greenville College,13070,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"112 Belfast - San Salvador Sts., Greenpark Village, Pasig City, Metro Manila",CHED,true
GREGG Business College,13071,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1621 Soler St., Sta Cruz, City of Manila, Metro Manila",CHED,true
Guang Ming College,13435,,"Others, please specify",,National Capital Region (NCR),,,,"656 P. Ocampo St., Malate Manila, City of Manila, Metro Manila",CHED,true
Guzman College of Science & Technology,13074,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"509 Z.P. de Guzman St. Quiapo Manila, City of Manila, Metro Manila",CHED,true
Holy Rosary College Foundation,13075,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Fr. Hofstee Street, 1427 Tala, Caloocan City, Metro Manila",CHED,true
Hotel and Tourism Institute of the Philippines,13285,,"Others, please specify",,National Capital Region (NCR),,,,"Plaza San Luis Complex, Corner Cabildo and Urdaneta Sts. Intramuros, City of Manila, Metro Manila",CHED,true
"iACADEMY, Inc.",13315,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"iACADEMY Nexus Bldg., 7434 Yakal Street, Brgy. San Antonio, Makati City, Makati City, Metro Manila",CHED,true
ICI Global University,13410,,Private Sectarian Foundation,Private,National Capital Region (NCR),,,,"2909 Raffles Corporate Center, F. Ortigas Jr., Ortigas Center, Pasig City, Metro Manila",CHED,true
iCollege of the Philippines,13364,,"Others, please specify",,National Capital Region (NCR),,,,"2244 Espana Avenue, Sampaloc, City of Manila, Metro Manila",CHED,true
IETI College Inc.,13216,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"5 Molina Street, Alabang, Muntinlupa City, Metro Manila",CHED,true
"IETI College of Science and Technology, Marikina",13295,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"34 Lark St., Sta. Elena, Marikina City, Marikina City, Metro Manila",CHED,true
"Iglesia ni Cristo (Church of Christ) School for Ministers, Inc.",13462,,"Others, please specify",,National Capital Region (NCR),,,,"Don Mariano Marcos Ave., Diliman, Quezon City, Metro Manila",CHED,true
"Immaculada Concepcion College of Soldiers Hills Caloocan City, Inc.",13237,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Quirino Ave. Ext., Soldiers Hills III Subd., Tala, Caloocan City, Caloocan City, Metro Manila",CHED,true
"Immaculate Heart of Mary College, Paranaque",13322,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Dominic Savio St., Better Living Subd., Paranaque City, Parañaque City, Metro Manila",CHED,true
Informatics College Bicutan,13393,,"Others, please specify",,National Capital Region (NCR),,,,"SM City Bicutan, Level 2 Bldg. B, Dona Soledad Ave., corner West Service Road, Parañaque City, Metro Manila",CHED,true
"Informatics College Caloocan, Inc.",13265,,"Others, please specify",,National Capital Region (NCR),,,,"380 Rizal Ave. Ext. Cor 11th Ave., Grace Park, Caloocan City, Metro Manila",CHED,true
"Informatics College Eastwood, Inc.",13330,,"Others, please specify",,National Capital Region (NCR),,,,"Orchard Road, Bagumbayan Libis, Quezon City, Metro Manila",CHED,true
Informatics College Manila Inc.,13246,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"2070 BDO Building, CM Recto Avenue, Quiapo, Manila, City of Manila, Metro Manila",CHED,true
"Informatics College Northgate, Inc.",13333,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Indo-China Drive, Northgate Cyberzone, Â Filinvest Corporate City, Alabang, Muntinlupa City, Muntinlupa City, Metro Manila",CHED,true
"Infotech College of Arts and Sciences Philippines, Inc.",13380,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"2nd Floor Triangle East Building, Dela Paz St. Cor. Marcos Highway, Pasig City, Metro Manila",CHED,true
"Institute of Community and Family Health, Incorporated",13077,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"4th flr. Medical Arts Bldg., 11 Banawe cor. Cardiz St.Barangay Dona Josefa Quezon City, Quezon City, Metro Manila",CHED,true
Institute of Formation and Religious Studies,13078,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"122 N. Domingo corner St. John St. Cubao, Quezon City, Quezon City, Metro Manila",CHED,true
"Integrated Innovation and Hospitality Colleges, Inc.",13424,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"3rd Floor Dela Rama Building, Buenamar Street, Barangay Novaliches-Proper, Quezon City, Metro Manila",CHED,true
"Interface Computer College, Caloocan",13267,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Dona Lolita Bldg. Rizal Avenue Ext. Caloocan City, Caloocan City, Metro Manila",CHED,true
"Interface Computer College, Manila",13079,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"990 MCM Bldg., Quezon Blvd., Sampaloc, Manila, City of Manila, Metro Manila",CHED,true
International Academy of Management and Economics,13080,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1061 Metropolitan Ave., San Antonio Village, Makati City, Metro Manila",CHED,true
International Baptist College,13081,,"Others, please specify",,National Capital Region (NCR),,,,"474 Arayat St., Brgy. Malamig, Mandaluyong City, Mandaluyong City, Metro Manila",CHED,true
International Graduate School of Leadership Inc.,13082,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"#12 Daisy Road, Old Sauyo, Novaliches, Quezon City, Quezon City, Metro Manila",CHED,true
International School of Asia and the Pacific,13425,,"Others, please specify",,National Capital Region (NCR),,,,"53 Scout Torillo St., cor. Scout Borromeo st., Diliman, Quezon City, Metro Manila",CHED,true
"J.P. Sioson General Hospital and Colleges, Inc.",13083,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"75 Bukidnon St. Bago Bantay, Quezon City, Quezon City, Metro Manila",CHED,true
"Jesus Reigns Christian College Foundation, Inc.",13353,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"811 J. Nakpil St., Malate, Manila, City of Manila, Metro Manila",CHED,true
Jose Rizal University,13084,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"80 Shaw Boulevard, Mandaluyong City, Metro Manila",CHED,true
"Justice Colleges of the Philippines, Inc.",13303,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"81 Jasmin Street Lodora Village Muntinlupa City, 1773, Muntinlupa City, Metro Manila",CHED,true
"Kalayaan College, Inc.",13302,,"Others, please specify",,National Capital Region (NCR),,,,"No.22 Manga Road, corner Aurora Boulevard, New Manila, Quezon City, Quezon City, Metro Manila",CHED,true
"Kester Grant College Philippines, Inc.",13327,,"Others, please specify",,National Capital Region (NCR),,,,"1608 Quezon Avenue, Quezon City, Quezon City, Metro Manila",CHED,true
L.D. Woosley Bethany Colleges,13293,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1714 Dian St., Palanan, Makati City, Makati City, Metro Manila",CHED,true
La Consolacion College Manila,13086,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"No. 8 Mendiola St., Manila, City of Manila, Metro Manila",CHED,true
"La Consolacion College, Caloocan",13087,,"Others, please specify",,National Capital Region (NCR),,,,"496 A. Mabini St., Caloocan City, Caloocan City, Metro Manila",CHED,true
"La Consolacion College, Novaliches",13251,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Villa Maria Subd., Deparo, Novaliches, Caloocan City, Caloocan City, Metro Manila",CHED,true
"La Consolacion College, Pasig",13326,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"641 Mercedes Ave., San Miguel Pasig City, Pasig City, Metro Manila",CHED,true
"La Consolacion College, Valenzuela",13394,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Malinta, Valenzuela City, Metro Manila",CHED,true
La Verdad Christian College,13415,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"351 EDSA, Bagong Barrio, Caloocan City, Metro Manila",CHED,true
